id,label,length,hashtags,mentions,urls,upper_ratio,word_count,avg_word_length,digit_count,punctuation_count,pvi,suspicious,confidence,explanation,risk_level,dbscan_suspicious,hybrid_suspicious
527131140721623040,unverified,89,2,0,0,0.0674157303370786,12,6.5,0,2,0.1666666666666666,False,0.0864070311364725,,Low,False,False
726043971911213057,unverified,73,0,0,0,0.0410958904109589,12,5.166666666666667,3,2,0.0,False,0.062715341260606,,Low,False,False
730939370765754368,unverified,81,1,0,0,0.074074074074074,14,4.857142857142857,4,1,0.0714285714285714,False,0.0868939453228022,,Low,False,False
693806234026188801,non-rumor,75,0,0,0,0.04,13,4.846153846153846,0,0,0.0,False,0.0251779261730634,,Low,False,False
692082337333534720,non-rumor,93,0,1,0,0.064516129032258,14,5.714285714285714,0,1,0.0714285714285714,False,0.0824731209854845,,Low,False,False
551117430345711616,false,96,0,0,0,0.0625,14,5.928571428571429,0,0,0.0,False,0.0453798022555843,,Low,False,False
407161635439013888,true,90,0,0,0,0.0,16,4.6875,0,4,0.0,False,0.0836401325507668,,Low,False,False
561280944045576192,false,102,1,2,0,0.0588235294117647,14,6.357142857142857,0,0,0.2142857142857142,False,0.0849463775670206,,Low,False,False
723365789378584578,unverified,83,3,0,0,0.036144578313253,12,6.0,0,2,0.25,False,0.1234293394808584,,Low,True,True
532106726539939841,false,56,0,0,0,0.1071428571428571,10,4.7,0,1,0.0,False,0.0602073125849621,,Low,False,False
689719109785907200,non-rumor,118,1,0,0,0.0254237288135593,19,5.2631578947368425,2,0,0.0526315789473684,False,0.0597277179388057,,Low,False,False
561952533942661120,false,102,1,2,0,0.0588235294117647,14,6.357142857142857,0,0,0.2142857142857142,False,0.0849463775670206,,Low,False,False
550038665653542913,false,97,0,0,0,0.0618556701030927,17,4.764705882352941,0,0,0.0,False,0.0460687870789547,,Low,False,False
519348106836860929,true,88,0,0,0,0.0681818181818181,15,4.933333333333334,4,3,0.0,False,0.1008556184399676,,Low,False,False
387007120689737729,false,125,0,0,0,0.0,22,4.7272727272727275,0,2,0.0,False,0.0441334110993403,,Low,False,False
525327108520673281,unverified,100,0,0,0,0.06,15,5.733333333333333,0,0,0.0,False,0.0478916658745728,,Low,False,False
450341615979069440,false,93,0,2,0,0.032258064516129,12,6.75,0,5,0.1666666666666666,False,0.1706498347954474,,Low,True,True
387281927427727360,false,86,1,0,0,0.0697674418604651,16,4.4375,0,1,0.0625,False,0.0540430264065041,,Low,False,False
553503184174710784,unverified,100,1,0,0,0.06,16,5.3125,0,0,0.0625,False,0.0662842485320295,,Low,False,False
524312881823637504,true,101,0,0,0,0.0,7,13.571428571428571,0,1,0.0,True,0.4371955857712039,avg_word_length,Medium,True,True
510906049549705216,true,96,0,0,0,0.03125,15,5.466666666666667,0,1,0.0,False,0.0528512901740659,,Low,False,False
550131732805328896,unverified,106,1,0,0,0.0283018867924528,15,6.133333333333334,0,0,0.0666666666666666,False,0.0950397147231188,,Low,False,False
693122199536934912,non-rumor,98,0,0,0,0.0612244897959183,17,4.823529411764706,0,1,0.0,False,0.043291519500393,,Low,False,False
524185876931162112,true,75,0,1,0,0.08,10,6.6,0,0,0.1,False,0.116631939115997,,Low,False,False
532284428542681088,false,74,0,0,0,0.081081081081081,13,4.769230769230769,0,1,0.0,False,0.0055942154081637,,Low,False,False
545271117355958272,true,78,0,0,0,0.0769230769230769,14,4.642857142857143,0,0,0.0,False,0.0138837344052204,,Low,False,False
516545908813475841,unverified,91,2,0,0,0.0659340659340659,14,5.571428571428571,0,1,0.1428571428571428,False,0.0863936298076429,,Low,False,False
407254590363426816,true,94,0,0,0,0.0319148936170212,15,5.333333333333333,1,0,0.0,False,0.0500263550482864,,Low,False,False
524941504796962816,true,100,0,0,0,0.06,15,5.733333333333333,0,1,0.0,False,0.0442190236221648,,Low,False,False
549927969032916993,unverified,87,0,0,0,0.0689655172413793,15,4.866666666666666,2,0,0.0,False,0.0285295687584169,,Low,False,False
692046121250586624,non-rumor,94,0,0,0,0.0638297872340425,17,4.588235294117647,4,2,0.0,False,0.0874313858554182,,Low,False,False
689650617464311813,non-rumor,77,0,0,0,0.0779220779220779,12,5.5,2,0,0.0,False,0.028162246237019,,Low,False,False
435998882250899456,false,138,0,0,0,0.0,26,4.346153846153846,0,0,0.0,False,0.110363272184354,,Low,False,False
544523550519218176,unverified,108,0,0,0,0.0277777777777777,16,5.8125,0,0,0.0,False,0.0729691709688006,,Low,False,False
714531423273746432,unverified,83,0,1,0,0.072289156626506,11,6.636363636363637,0,0,0.0909090909090909,False,0.1124532560974723,,Low,False,False
693595814401327104,non-rumor,48,1,0,0,0.0625,8,5.125,0,1,0.125,False,0.0976561423304203,,Low,False,False
514451906211893248,true,109,1,0,0,0.0275229357798165,20,4.5,0,0,0.05,False,0.0638201828774672,,Low,False,False
515519742355185664,true,131,1,0,0,0.0,18,6.333333333333333,1,1,0.0555555555555555,False,0.0820363512470463,,Low,False,False
767710245779103744,non-rumor,118,0,0,0,0.0254237288135593,18,5.611111111111111,0,2,0.0,False,0.0298328825705671,,Low,False,False
519929168864497664,false,97,0,1,0,0.0618556701030927,16,5.125,2,1,0.0625,False,0.0878599745448917,,Low,False,False
651809229842608128,unverified,99,1,2,0,0.0606060606060606,18,4.555555555555555,4,0,0.1666666666666666,False,0.1483479566747131,,Low,True,True
500377145349521411,unverified,128,1,0,0,0.0,23,4.608695652173913,0,1,0.0434782608695652,False,0.0670502610807898,,Low,False,False
675434959939756032,non-rumor,91,0,0,0,0.0659340659340659,18,4.111111111111111,0,2,0.0,False,0.0690685977683242,,Low,False,False
489833932813516800,false,89,0,0,0,0.0674157303370786,14,5.428571428571429,0,0,0.0,False,0.0206281947573728,,Low,False,False
548672230134382592,false,59,0,0,0,0.1016949152542373,12,4.0,0,0,0.0,False,0.0632170254010837,,Low,False,False
665317131597291520,non-rumor,91,0,0,0,0.0329670329670329,14,5.571428571428571,0,1,0.0,False,0.0449161419089522,,Low,False,False
693711272014155776,non-rumor,72,0,0,0,0.0833333333333333,12,5.083333333333333,0,0,0.0,False,0.0150872736335837,,Low,False,False
500327120770301952,unverified,104,1,0,0,0.0,17,5.176470588235294,0,2,0.0588235294117647,False,0.0474019669682381,,Low,False,False
693821069879160832,non-rumor,118,0,1,0,0.0254237288135593,16,6.4375,0,1,0.0625,False,0.1055454054135589,,Low,False,False
532281981795848192,false,102,0,0,0,0.0588235294117647,17,5.0588235294117645,0,1,0.0,False,0.0491358007429413,,Low,False,False
767528171520524288,non-rumor,98,1,0,0,0.0306122448979591,16,5.1875,4,1,0.0625,False,0.0823773226388699,,Low,False,False
496698590153416704,false,82,0,0,0,0.0,11,6.545454545454546,0,1,0.0,False,0.111144825373265,,Low,False,False
690137637810761728,non-rumor,117,0,0,0,0.0256410256410256,17,5.9411764705882355,0,0,0.0,False,0.072660129866934,,Low,False,False
546028163134808064,unverified,95,0,0,0,0.0631578947368421,16,5.0,0,2,0.0,False,0.0451071417164298,,Low,False,False
522815405451407360,unverified,120,1,0,0,0.025,22,4.5,0,3,0.0454545454545454,False,0.0517770771305031,,Low,False,False
531531382611513344,unverified,99,0,0,0,0.0606060606060606,16,5.25,0,0,0.0,False,0.0419608384078934,,Low,False,False
376874273601630208,false,140,0,0,0,0.0,24,4.875,0,3,0.0,False,0.0801662223817513,,Low,False,False
500319675797209088,unverified,100,2,0,0,0.0,17,4.9411764705882355,0,2,0.1176470588235294,False,0.1123472176328829,,Low,False,False
517487705978966016,true,82,4,0,0,0.0365853658536585,12,5.916666666666667,0,4,0.3333333333333333,True,0.2145629913533203,"hashtags, punctuation_count, pvi",Low,True,True
521770744855134208,unverified,115,5,1,0,0.0260869565217391,16,6.25,1,1,0.375,True,0.2471595029194104,"hashtags, mentions, avg_word_length, pvi",Low,True,True
553575232867672064,unverified,121,0,0,0,0.024793388429752,20,5.1,0,0,0.0,False,0.0554244008994143,,Low,False,False
501881262240694272,true,105,2,0,0,0.0285714285714285,16,5.625,0,2,0.125,False,0.0937602403983663,,Low,False,False
525039784503541760,true,116,2,0,0,0.0258620689655172,20,4.85,0,3,0.1,False,0.1033131577705206,,Low,False,False
759653274605740032,non-rumor,85,0,0,0,0.0705882352941176,15,4.733333333333333,0,0,0.0,False,0.0183191185653357,,Low,False,False
553169307824177152,false,90,1,0,0,0.0666666666666666,15,5.066666666666666,0,1,0.0666666666666666,False,0.0471275605179341,,Low,False,False
572002458647412736,false,114,0,0,0,0.0263157894736842,17,5.764705882352941,2,1,0.0,False,0.0422110422305844,,Low,False,False
530017051025604609,false,102,2,1,0,0.0294117647058823,14,6.357142857142857,0,2,0.2142857142857142,False,0.026467757525317,,Low,False,False
693102023764492288,non-rumor,117,0,0,0,0.0256410256410256,19,5.2105263157894735,0,2,0.0,False,0.0173199653320809,,Low,False,False
692707593991643136,non-rumor,88,0,0,0,0.0,13,5.846153846153846,0,2,0.0,False,0.0892373340611611,,Low,False,False
693934062445187072,non-rumor,116,0,0,0,0.0258620689655172,19,5.157894736842105,0,2,0.0,False,0.016103798647812,,Low,False,False
571052823665704960,false,117,1,1,0,0.0256410256410256,17,5.9411764705882355,0,4,0.1176470588235294,False,0.1044920877429593,,Low,False,False
543436472842334209,unverified,103,3,0,0,0.029126213592233,17,5.117647058823529,0,4,0.1764705882352941,False,0.1573890329528965,,Low,True,True
689529955294777344,non-rumor,103,0,0,0,0.029126213592233,14,6.428571428571429,0,0,0.0,False,0.0899809909357422,,Low,False,False
691299810553384960,non-rumor,110,1,0,0,0.0272727272727272,17,5.529411764705882,3,1,0.0588235294117647,False,0.0586785865449679,,Low,False,False
528237933661544448,true,78,0,0,0,0.0769230769230769,14,4.642857142857143,2,1,0.0,False,0.019647103520076,,Low,False,False
674713782778654721,non-rumor,80,1,0,0,0.075,13,5.230769230769231,0,2,0.0769230769230769,False,0.0558268324350002,,Low,False,False
500377906305327104,unverified,101,2,0,0,0.0594059405940594,15,5.8,0,0,0.1333333333333333,False,0.0921702812017283,,Low,False,False
650952376954650629,unverified,67,0,0,0,0.0895522388059701,13,4.230769230769231,1,0,0.0,False,0.0357888876090655,,Low,False,False
407213757048160256,true,79,0,0,0,0.0379746835443038,14,4.714285714285714,0,10,0.0,True,0.2841110347073304,punctuation_count,Low,True,True
428366153149194240,false,103,1,0,0,0.0,19,4.473684210526316,0,1,0.0526315789473684,False,0.0527032338872505,,Low,False,False
570405783306944514,false,66,0,0,0,0.0454545454545454,12,4.583333333333333,0,3,0.0,False,0.0680888894101766,,Low,False,False
522453569702989824,unverified,87,1,0,0,0.0689655172413793,13,5.769230769230769,0,0,0.0769230769230769,False,0.0583288979092708,,Low,False,False
580325090367315968,unverified,118,1,0,0,0.0254237288135593,20,4.95,14,3,0.05,True,0.3392175405410889,"length, word_count, digit_count, punctuation_count",Medium,True,True
689799953330368513,non-rumor,95,0,0,0,0.0631578947368421,15,5.4,0,0,0.0,False,0.0321553339121176,,Low,False,False
524930671220105216,true,99,0,0,0,0.0606060606060606,17,4.882352941176471,0,2,0.0,False,0.0521981184507435,,Low,False,False
407197672702214144,true,94,0,0,0,0.0319148936170212,16,4.9375,0,5,0.0,False,0.1020681143643419,,Low,False,False
693490132440129536,non-rumor,84,0,0,0,0.0714285714285714,13,5.538461538461538,0,1,0.0,False,0.0118100473546455,,Low,False,False
366025766183514112,false,118,0,0,0,0.0254237288135593,19,5.2631578947368425,3,0,0.0,False,0.0638167022267055,,Low,False,False
767300637012951040,non-rumor,95,0,0,0,0.031578947368421,17,4.647058823529412,10,1,0.0,True,0.2286213235220635,digit_count,Low,True,True
686527768327274497,non-rumor,135,0,0,0,0.0,24,4.666666666666667,0,4,0.0,False,0.0936316718791257,,Low,False,False
764158239089029120,non-rumor,87,1,0,0,0.0689655172413793,15,4.866666666666666,0,2,0.0666666666666666,False,0.0578220189407903,,Low,False,False
514098803347951616,true,136,0,0,0,0.0,24,4.708333333333333,1,2,0.0,False,0.0635243530577537,,Low,False,False
522684367647559681,unverified,55,0,0,0,0.109090909090909,9,5.222222222222222,0,0,0.0,False,0.0711326309059119,,Low,False,False
765631087867367426,non-rumor,120,0,1,0,0.025,21,4.761904761904762,3,1,0.0476190476190476,False,0.0798044437901953,,Low,False,False
489974591985840128,false,87,1,0,0,0.0689655172413793,16,4.5,2,0,0.0625,False,0.0628782463415488,,Low,False,False
536105045545472000,true,101,2,3,0,0.0297029702970297,18,4.666666666666667,5,1,0.2777777777777778,True,0.2250300645978576,"hashtags, mentions, digit_count, pvi",Low,True,True
509152237503778816,false,75,0,0,0,0.08,14,4.428571428571429,0,0,0.0,False,0.021786358718322,,Low,False,False
407182466613792768,true,88,0,0,0,0.0681818181818181,17,4.235294117647059,0,0,0.0,False,0.0471026004890168,,Low,False,False
687632433483759616,non-rumor,48,1,0,0,0.125,7,6.0,0,0,0.1428571428571428,False,0.1489022585963085,,Low,False,False
407181813174788096,true,112,2,0,0,0.0267857142857142,16,6.0625,0,0,0.125,False,0.0998721897421523,,Low,False,False
536962520477470720,true,75,0,0,0,0.08,14,4.428571428571429,4,1,0.0,False,0.0730872555445427,,Low,False,False
554655549896159233,false,104,0,0,0,0.0288461538461538,13,7.076923076923077,0,2,0.0,False,0.1173645747753911,,Low,False,False
436157173161144321,false,92,0,0,0,0.0326086956521739,16,4.8125,0,0,0.0,False,0.0521314348179605,,Low,False,False
550175324634619904,unverified,100,0,1,0,0.03,16,5.3125,2,0,0.0625,False,0.0960008057833908,,Low,False,False
551120768164462592,true,77,0,0,0,0.0779220779220779,14,4.571428571428571,2,2,0.0,False,0.0385775290924654,,Low,False,False
524965786059026432,true,90,0,0,0,0.0333333333333333,15,5.066666666666666,0,1,0.0,False,0.0401759582524848,,Low,False,False
510908595144519680,true,98,0,0,0,0.0612244897959183,15,5.6,0,0,0.0,False,0.0412072193963401,,Low,False,False
568580363339091968,false,51,0,0,0,0.0,8,5.5,0,1,0.0,False,0.1098722578424856,,Low,False,False
763738618573623297,unverified,116,0,0,0,0.0258620689655172,18,5.5,0,3,0.0,False,0.0375416844728529,,Low,False,False
531498841158082562,unverified,67,0,0,0,0.0895522388059701,10,5.8,0,2,0.0,False,0.0565816425831015,,Low,False,False
757367391202471937,unverified,72,0,0,0,0.0833333333333333,14,4.214285714285714,4,1,0.0,False,0.0788135965726575,,Low,False,False
692357775859564544,non-rumor,60,0,0,0,0.1,10,5.1,0,0,0.0,False,0.0502184867668887,,Low,False,False
524928119955013632,true,133,1,0,0,0.0,20,5.7,0,3,0.05,False,0.0701023679003216,,Low,False,False
500413818368184321,unverified,109,1,0,0,0.0275229357798165,17,5.470588235294118,0,2,0.0588235294117647,False,0.0406047534404658,,Low,False,False
554722567224049664,true,78,0,0,0,0.0769230769230769,9,7.777777777777778,0,1,0.0,False,0.1327648694093198,,Low,False,False
756282236375277568,unverified,72,0,0,0,0.0833333333333333,14,4.214285714285714,4,1,0.0,False,0.0788135965726575,,Low,False,False
670380354822348801,non-rumor,98,0,0,0,0.0612244897959183,20,3.95,4,1,0.0,False,0.0958386508220516,,Low,False,False
692134022839955456,non-rumor,75,0,0,0,0.08,18,3.2222222222222223,0,0,0.0,False,0.0921084491730574,,Low,False,False
517051126466625536,true,101,1,0,0,0.0594059405940594,17,5.0,0,2,0.0588235294117647,False,0.0585307080828985,,Low,False,False
553538058440941568,unverified,95,0,0,0,0.031578947368421,13,6.384615384615385,0,1,0.0,False,0.0753766581890343,,Low,False,False
527308173112139776,true,100,0,0,0,0.03,21,3.8095238095238098,0,3,0.0,False,0.0622826135151785,,Low,False,False
524958128392376320,true,117,0,0,0,0.0256410256410256,18,5.555555555555555,1,2,0.0,False,0.0179007813304412,,Low,False,False
407217471473451008,true,110,1,0,0,0.0272727272727272,18,5.166666666666667,0,5,0.0555555555555555,False,0.0967582204094457,,Low,False,False
550003619303788545,unverified,79,0,0,0,0.0759493670886076,14,4.714285714285714,0,0,0.0,False,0.0120210217141773,,Low,False,False
407176055657484289,true,83,0,0,0,0.036144578313253,16,4.25,0,2,0.0,False,0.0611327925879086,,Low,False,False
521727831307722753,false,56,0,0,0,0.0535714285714285,11,4.181818181818182,2,1,0.0,False,0.0516644166419185,,Low,False,False
516727880571572225,unverified,90,0,0,0,0.0666666666666666,15,5.066666666666666,0,1,0.0,False,0.0155150219211119,,Low,False,False
522321383716818944,true,117,0,0,0,0.0256410256410256,20,4.9,1,0,0.0,False,0.0469813568689296,,Low,False,False
516423807394131968,unverified,121,2,0,0,0.024793388429752,17,6.176470588235294,0,1,0.1176470588235294,False,0.1041999284005697,,Low,False,False
693605375803813889,non-rumor,92,1,0,0,0.0326086956521739,17,4.411764705882353,0,2,0.0588235294117647,False,0.0537098029274261,,Low,False,False
551106923601219585,true,91,0,0,0,0.0659340659340659,15,5.133333333333334,2,2,0.0,False,0.0433058178184716,,Low,False,False
489854703321509888,false,94,1,0,0,0.0638297872340425,17,4.588235294117647,6,1,0.0588235294117647,False,0.1395178363890874,,Low,False,False
716461257025581056,unverified,91,0,1,0,0.0329670329670329,16,4.75,0,3,0.0625,False,0.0892467302542917,,Low,False,False
553099685888790528,false,81,2,0,0,0.074074074074074,10,7.2,0,0,0.2,False,0.1157128440037069,,Low,False,False
407279190913069056,true,65,0,0,0,0.0923076923076923,11,5.0,0,0,0.0,False,0.0323394835257395,,Low,False,False
693524179597955072,non-rumor,118,0,0,0,0.0254237288135593,25,3.76,7,3,0.0,False,0.1678219966735392,,Low,False,False
427846006600777729,true,52,0,0,0,0.1153846153846153,8,5.625,0,0,0.0,False,0.0913437965581163,,Low,False,False
524977992683237376,true,118,2,0,0,0.0254237288135593,19,5.2631578947368425,1,1,0.1052631578947368,False,0.1003266338115401,,Low,False,False
523535962962280448,false,138,1,0,0,0.0,19,6.315789473684211,5,9,0.0526315789473684,True,0.2717419843730733,"length, avg_word_length, digit_count, punctuation_count",Low,True,True
351767344097398785,false,108,0,0,0,0.0277777777777777,19,4.7368421052631575,0,1,0.0,False,0.0269912354870463,,Low,False,False
326137285450018817,false,60,0,0,0,0.05,13,3.692307692307693,0,1,0.0,False,0.0576745727437181,,Low,False,False
745236050407194624,unverified,74,0,0,0,0.081081081081081,13,4.769230769230769,0,0,0.0,False,0.0125078655245956,,Low,False,False
692581635594694658,non-rumor,96,0,0,0,0.0625,16,5.0625,0,1,0.0,False,0.0316697642928484,,Low,False,False
455525437351800832,false,102,0,0,0,0.0,20,4.15,0,3,0.0,False,0.0553181633373036,,Low,False,False
514512849876836352,false,52,0,0,0,0.1153846153846153,11,3.8181818181818183,1,0,0.0,False,0.0899764863168295,,Low,False,False
687631811560763392,non-rumor,66,1,0,0,0.0909090909090909,11,5.090909090909091,0,0,0.0909090909090909,False,0.0642900778600717,,Low,False,False
767068504277344260,non-rumor,99,0,0,0,0.0606060606060606,18,4.555555555555555,0,1,0.0,False,0.0564603358202205,,Low,False,False
519965814175567872,false,86,0,0,0,0.0697674418604651,17,4.117647058823529,1,0,0.0,False,0.0481784471279898,,Low,False,False
688096910217879554,non-rumor,118,1,1,0,0.0254237288135593,19,5.2631578947368425,0,2,0.1052631578947368,False,0.0836103267709522,,Low,False,False
767355611277168642,non-rumor,74,0,1,0,0.0405405405405405,14,4.357142857142857,0,2,0.0714285714285714,False,0.0923057696283919,,Low,False,False
532259028152246272,false,90,0,0,0,0.0666666666666666,12,6.583333333333333,0,1,0.0,False,0.0650613578996883,,Low,False,False
514109888138842113,true,99,0,0,0,0.0606060606060606,17,4.882352941176471,0,1,0.0,False,0.0444766468346816,,Low,False,False
729647367457230850,unverified,88,0,0,0,0.0681818181818181,17,4.235294117647059,3,5,0.0,False,0.1307768243589009,,Low,False,False
726442550266044416,unverified,115,0,0,0,0.0260869565217391,20,4.8,0,4,0.0,False,0.0576656470915024,,Low,False,False
516345893139001346,unverified,104,0,0,0,0.0288461538461538,21,4.0,0,2,0.0,False,0.0436558933056454,,Low,False,False
553501357156876290,unverified,109,1,0,0,0.0275229357798165,17,5.470588235294118,0,1,0.0588235294117647,False,0.0481471596148204,,Low,False,False
690670464440504320,non-rumor,71,0,1,0,0.0422535211267605,14,4.142857142857143,0,2,0.0714285714285714,False,0.0957970130565487,,Low,False,False
692816955837804544,non-rumor,117,3,1,0,0.0256410256410256,19,5.2105263157894735,0,4,0.2105263157894736,False,0.144370956229471,,Low,True,True
538010064591028224,unverified,88,1,0,0,0.0681818181818181,14,5.357142857142857,2,0,0.0714285714285714,False,0.0566435514997349,,Low,False,False
535282587325833216,unverified,136,0,0,0,0.0,22,5.2272727272727275,0,5,0.0,False,0.1112808754984513,,Low,False,False
514098833253748736,true,136,0,0,0,0.0,22,5.2272727272727275,1,1,0.0,False,0.0571926947984491,,Low,False,False
552498516225179650,true,99,0,0,0,0.0606060606060606,18,4.555555555555555,0,0,0.0,False,0.0596483717919671,,Low,False,False
727966590084485120,unverified,73,0,1,0,0.0821917808219178,10,6.4,0,1,0.1,False,0.1089631813452295,,Low,False,False
