id,label,length,hashtags,mentions,urls,upper_ratio,word_count,avg_word_length,digit_count,punctuation_count,pvi,parent_id,timestamp,num_children,cascade_depth,time_diff,avg_time_gap,burstiness
693595814401327104,non-rumor,48,1,0,0,0.0625,8,5.125,0,1,0.125,,88,1,0,1.0,1.0,0.0
514451906211893248,true,109,1,0,0,0.027522935779816515,20,4.5,0,0,0.05,,89,1,2,1.0,1.0,0.0
515519742355185664,true,131,1,0,0,0.0,18,6.333333333333333,1,1,0.05555555555555555,,90,1,2,1.0,1.0,0.0
767710245779103744,non-rumor,118,0,0,0,0.025423728813559324,18,5.611111111111111,0,2,0.0,,91,0,2,1.0,1.0,0.0
519929168864497664,false,97,0,1,0,0.061855670103092786,16,5.125,2,1,0.0625,,92,1,1,1.0,1.0,0.0
651809229842608128,unverified,99,1,2,0,0.06060606060606061,18,4.555555555555555,4,0,0.16666666666666666,,93,3,1,1.0,1.0,0.0
500377145349521411,unverified,128,1,0,0,0.0,23,4.608695652173913,0,1,0.043478260869565216,,94,1,2,1.0,1.0,0.0
675434959939756032,non-rumor,91,0,0,0,0.06593406593406594,18,4.111111111111111,0,2,0.0,,95,0,1,1.0,1.0,0.0
489833932813516800,false,89,0,0,0,0.06741573033707865,14,5.428571428571429,0,0,0.0,,96,0,1,1.0,1.0,0.0
548672230134382592,false,59,0,0,0,0.1016949152542373,12,4.0,0,0,0.0,,97,0,1,1.0,1.0,0.0
665317131597291520,non-rumor,91,0,0,0,0.03296703296703297,14,5.571428571428571,0,1,0.0,,98,0,1,1.0,1.0,0.0
693711272014155776,non-rumor,72,0,0,0,0.08333333333333333,12,5.083333333333333,0,0,0.0,,99,0,1,1.0,1.0,0.0
500327120770301952,unverified,104,1,0,0,0.0,17,5.176470588235294,0,2,0.058823529411764705,,100,1,2,1.0,1.0,0.0
693821069879160832,non-rumor,118,0,1,0,0.025423728813559324,16,6.4375,0,1,0.0625,,101,1,2,1.0,1.0,0.0
532281981795848192,false,102,0,0,0,0.058823529411764705,17,5.0588235294117645,0,1,0.0,,102,0,2,1.0,1.0,0.0
767528171520524288,non-rumor,98,1,0,0,0.030612244897959183,16,5.1875,4,1,0.0625,,103,1,1,1.0,1.0,0.0
496698590153416704,false,82,0,0,0,0.0,11,6.545454545454546,0,1,0.0,,104,0,1,1.0,1.0,0.0
690137637810761728,non-rumor,117,0,0,0,0.02564102564102564,17,5.9411764705882355,0,0,0.0,,105,0,2,1.0,1.0,0.0
546028163134808064,unverified,95,0,0,0,0.06315789473684211,16,5.0,0,2,0.0,,106,0,1,1.0,1.0,0.0
522815405451407360,unverified,120,1,0,0,0.025,22,4.5,0,3,0.045454545454545456,,107,1,2,1.0,1.0,0.0
531531382611513344,unverified,99,0,0,0,0.06060606060606061,16,5.25,0,0,0.0,,108,0,1,1.0,1.0,0.0
376874273601630208,false,140,0,0,0,0.0,24,4.875,0,3,0.0,,109,0,2,1.0,1.0,0.0
500319675797209088,unverified,100,2,0,0,0.0,17,4.9411764705882355,0,2,0.11764705882352941,,110,2,2,1.0,1.0,0.0
517487705978966016,true,82,4,0,0,0.036585365853658534,12,5.916666666666667,0,4,0.3333333333333333,,111,4,1,1.0,1.0,0.0
521770744855134208,unverified,115,5,1,0,0.02608695652173913,16,6.25,1,1,0.375,,112,6,2,1.0,1.0,0.0
553575232867672064,unverified,121,0,0,0,0.024793388429752067,20,5.1,0,0,0.0,,113,0,2,1.0,1.0,0.0
501881262240694272,true,105,2,0,0,0.02857142857142857,16,5.625,0,2,0.125,,114,2,2,1.0,1.0,0.0
525039784503541760,true,116,2,0,0,0.02586206896551724,20,4.85,0,3,0.1,,115,2,2,1.0,1.0,0.0
759653274605740032,non-rumor,85,0,0,0,0.07058823529411765,15,4.733333333333333,0,0,0.0,,116,0,1,1.0,1.0,0.0
553169307824177152,false,90,1,0,0,0.06666666666666667,15,5.066666666666666,0,1,0.06666666666666667,,117,1,1,1.0,1.0,0.0
572002458647412736,false,114,0,0,0,0.02631578947368421,17,5.764705882352941,2,1,0.0,,118,0,2,1.0,1.0,0.0
530017051025604609,false,102,2,1,0,0.029411764705882353,14,6.357142857142857,0,2,0.21428571428571427,,119,3,2,1.0,1.0,0.0
693102023764492288,non-rumor,117,0,0,0,0.02564102564102564,19,5.2105263157894735,0,2,0.0,,120,0,2,1.0,1.0,0.0
692707593991643136,non-rumor,88,0,0,0,0.0,13,5.846153846153846,0,2,0.0,,121,0,1,1.0,1.0,0.0
693934062445187072,non-rumor,116,0,0,0,0.02586206896551724,19,5.157894736842105,0,2,0.0,,122,0,2,1.0,1.0,0.0
571052823665704960,false,117,1,1,0,0.02564102564102564,17,5.9411764705882355,0,4,0.11764705882352941,,123,2,2,1.0,1.0,0.0
543436472842334209,unverified,103,3,0,0,0.02912621359223301,17,5.117647058823529,0,4,0.17647058823529413,,124,3,2,1.0,1.0,0.0
689529955294777344,non-rumor,103,0,0,0,0.02912621359223301,14,6.428571428571429,0,0,0.0,,125,0,2,1.0,1.0,0.0
691299810553384960,non-rumor,110,1,0,0,0.02727272727272727,17,5.529411764705882,3,1,0.058823529411764705,,126,1,2,1.0,1.0,0.0
528237933661544448,true,78,0,0,0,0.07692307692307693,14,4.642857142857143,2,1,0.0,,127,0,1,1.0,1.0,0.0
674713782778654721,non-rumor,80,1,0,0,0.075,13,5.230769230769231,0,2,0.07692307692307693,,128,1,1,1.0,1.0,0.0
500377906305327104,unverified,101,2,0,0,0.0594059405940594,15,5.8,0,0,0.13333333333333333,,129,2,2,1.0,1.0,0.0
650952376954650629,unverified,67,0,0,0,0.08955223880597014,13,4.230769230769231,1,0,0.0,,130,0,1,1.0,1.0,0.0
407213757048160256,true,79,0,0,0,0.0379746835443038,14,4.714285714285714,0,10,0.0,,131,0,1,1.0,1.0,0.0
428366153149194240,false,103,1,0,0,0.0,19,4.473684210526316,0,1,0.05263157894736842,,132,1,2,1.0,1.0,0.0
570405783306944514,false,66,0,0,0,0.045454545454545456,12,4.583333333333333,0,3,0.0,,133,0,1,1.0,1.0,0.0
522453569702989824,unverified,87,1,0,0,0.06896551724137931,13,5.769230769230769,0,0,0.07692307692307693,,134,1,1,1.0,1.0,0.0
580325090367315968,unverified,118,1,0,0,0.025423728813559324,20,4.95,14,3,0.05,,135,1,2,1.0,1.0,0.0
689799953330368513,non-rumor,95,0,0,0,0.06315789473684211,15,5.4,0,0,0.0,,136,0,1,1.0,1.0,0.0
524930671220105216,true,99,0,0,0,0.06060606060606061,17,4.882352941176471,0,2,0.0,,137,0,1,1.0,1.0,0.0
407197672702214144,true,94,0,0,0,0.031914893617021274,16,4.9375,0,5,0.0,,138,0,1,1.0,1.0,0.0
693490132440129536,non-rumor,84,0,0,0,0.07142857142857142,13,5.538461538461538,0,1,0.0,,139,0,1,1.0,1.0,0.0
366025766183514112,false,118,0,0,0,0.025423728813559324,19,5.2631578947368425,3,0,0.0,,140,0,2,1.0,1.0,0.0
767300637012951040,non-rumor,95,0,0,0,0.031578947368421054,17,4.647058823529412,10,1,0.0,,141,0,1,1.0,1.0,0.0
686527768327274497,non-rumor,135,0,0,0,0.0,24,4.666666666666667,0,4,0.0,,142,0,2,1.0,1.0,0.0
764158239089029120,non-rumor,87,1,0,0,0.06896551724137931,15,4.866666666666666,0,2,0.06666666666666667,,143,1,1,1.0,1.0,0.0
514098803347951616,true,136,0,0,0,0.0,24,4.708333333333333,1,2,0.0,,144,0,2,1.0,1.0,0.0
522684367647559681,unverified,55,0,0,0,0.10909090909090909,9,5.222222222222222,0,0,0.0,,145,0,1,1.0,1.0,0.0
765631087867367426,non-rumor,120,0,1,0,0.025,21,4.761904761904762,3,1,0.047619047619047616,,146,1,2,1.0,1.0,0.0
489974591985840128,false,87,1,0,0,0.06896551724137931,16,4.5,2,0,0.0625,,147,1,1,1.0,1.0,0.0
536105045545472000,true,101,2,3,0,0.0297029702970297,18,4.666666666666667,5,1,0.2777777777777778,,148,5,2,1.0,1.0,0.0
509152237503778816,false,75,0,0,0,0.08,14,4.428571428571429,0,0,0.0,,149,0,1,1.0,1.0,0.0
407182466613792768,true,88,0,0,0,0.06818181818181818,17,4.235294117647059,0,0,0.0,,150,0,1,1.0,1.0,0.0
687632433483759616,non-rumor,48,1,0,0,0.125,7,6.0,0,0,0.14285714285714285,,151,1,0,1.0,1.0,0.0
407181813174788096,true,112,2,0,0,0.026785714285714284,16,6.0625,0,0,0.125,,152,2,2,1.0,1.0,0.0
536962520477470720,true,75,0,0,0,0.08,14,4.428571428571429,4,1,0.0,,153,0,1,1.0,1.0,0.0
554655549896159233,false,104,0,0,0,0.028846153846153848,13,7.076923076923077,0,2,0.0,,154,0,2,1.0,1.0,0.0
436157173161144321,false,92,0,0,0,0.03260869565217391,16,4.8125,0,0,0.0,,155,0,1,1.0,1.0,0.0
550175324634619904,unverified,100,0,1,0,0.03,16,5.3125,2,0,0.0625,,156,1,2,1.0,1.0,0.0
551120768164462592,true,77,0,0,0,0.07792207792207792,14,4.571428571428571,2,2,0.0,,157,0,1,1.0,1.0,0.0
524965786059026432,true,90,0,0,0,0.03333333333333333,15,5.066666666666666,0,1,0.0,,158,0,1,1.0,1.0,0.0
510908595144519680,true,98,0,0,0,0.061224489795918366,15,5.6,0,0,0.0,,159,0,1,1.0,1.0,0.0
568580363339091968,false,51,0,0,0,0.0,8,5.5,0,1,0.0,,160,0,1,1.0,1.0,0.0
763738618573623297,unverified,116,0,0,0,0.02586206896551724,18,5.5,0,3,0.0,,161,0,2,1.0,1.0,0.0
531498841158082562,unverified,67,0,0,0,0.08955223880597014,10,5.8,0,2,0.0,,162,0,1,1.0,1.0,0.0
757367391202471937,unverified,72,0,0,0,0.08333333333333333,14,4.214285714285714,4,1,0.0,,163,0,1,1.0,1.0,0.0
692357775859564544,non-rumor,60,0,0,0,0.1,10,5.1,0,0,0.0,,164,0,1,1.0,1.0,0.0
524928119955013632,true,133,1,0,0,0.0,20,5.7,0,3,0.05,,165,1,2,1.0,1.0,0.0
500413818368184321,unverified,109,1,0,0,0.027522935779816515,17,5.470588235294118,0,2,0.058823529411764705,,166,1,2,1.0,1.0,0.0
554722567224049664,true,78,0,0,0,0.07692307692307693,9,7.777777777777778,0,1,0.0,,167,0,1,1.0,1.0,0.0
756282236375277568,unverified,72,0,0,0,0.08333333333333333,14,4.214285714285714,4,1,0.0,,168,0,1,1.0,1.0,0.0
670380354822348801,non-rumor,98,0,0,0,0.061224489795918366,20,3.95,4,1,0.0,,169,0,1,1.0,1.0,0.0
692134022839955456,non-rumor,75,0,0,0,0.08,18,3.2222222222222223,0,0,0.0,,170,0,1,1.0,1.0,0.0
517051126466625536,true,101,1,0,0,0.0594059405940594,17,5.0,0,2,0.058823529411764705,,171,1,2,1.0,1.0,0.0
553538058440941568,unverified,95,0,0,0,0.031578947368421054,13,6.384615384615385,0,1,0.0,,172,0,1,1.0,1.0,0.0
527308173112139776,true,100,0,0,0,0.03,21,3.8095238095238093,0,3,0.0,,173,0,2,1.0,1.0,0.0
524958128392376320,true,117,0,0,0,0.02564102564102564,18,5.555555555555555,1,2,0.0,,174,0,2,1.0,1.0,0.0
407217471473451008,true,110,1,0,0,0.02727272727272727,18,5.166666666666667,0,5,0.05555555555555555,,175,1,2,1.0,1.0,0.0
550003619303788545,unverified,79,0,0,0,0.0759493670886076,14,4.714285714285714,0,0,0.0,,176,0,1,1.0,1.0,0.0
407176055657484289,true,83,0,0,0,0.03614457831325301,16,4.25,0,2,0.0,,177,0,1,1.0,1.0,0.0
521727831307722753,false,56,0,0,0,0.05357142857142857,11,4.181818181818182,2,1,0.0,,178,0,1,1.0,1.0,0.0
516727880571572225,unverified,90,0,0,0,0.06666666666666667,15,5.066666666666666,0,1,0.0,,179,0,1,1.0,1.0,0.0
522321383716818944,true,117,0,0,0,0.02564102564102564,20,4.9,1,0,0.0,,180,0,2,1.0,1.0,0.0
516423807394131968,unverified,121,2,0,0,0.024793388429752067,17,6.176470588235294,0,1,0.11764705882352941,,181,2,2,1.0,1.0,0.0
693605375803813889,non-rumor,92,1,0,0,0.03260869565217391,17,4.411764705882353,0,2,0.058823529411764705,,182,1,1,1.0,1.0,0.0
551106923601219585,true,91,0,0,0,0.06593406593406594,15,5.133333333333334,2,2,0.0,,183,0,1,1.0,1.0,0.0
489854703321509888,false,94,1,0,0,0.06382978723404255,17,4.588235294117647,6,1,0.058823529411764705,,184,1,1,1.0,1.0,0.0
716461257025581056,unverified,91,0,1,0,0.03296703296703297,16,4.75,0,3,0.0625,,185,1,1,1.0,1.0,0.0
553099685888790528,false,81,2,0,0,0.07407407407407407,10,7.2,0,0,0.2,,186,2,1,1.0,1.0,0.0
407279190913069056,true,65,0,0,0,0.09230769230769231,11,5.0,0,0,0.0,,187,0,1,1.0,1.0,0.0
693524179597955072,non-rumor,118,0,0,0,0.025423728813559324,25,3.76,7,3,0.0,,188,0,2,1.0,1.0,0.0
427846006600777729,true,52,0,0,0,0.11538461538461539,8,5.625,0,0,0.0,,189,0,1,1.0,1.0,0.0
524977992683237376,true,118,2,0,0,0.025423728813559324,19,5.2631578947368425,1,1,0.10526315789473684,,190,2,2,1.0,1.0,0.0
523535962962280448,false,138,1,0,0,0.0,19,6.315789473684211,5,9,0.05263157894736842,,191,1,2,1.0,1.0,0.0
351767344097398785,false,108,0,0,0,0.027777777777777776,19,4.7368421052631575,0,1,0.0,,192,0,2,1.0,1.0,0.0
326137285450018817,false,60,0,0,0,0.05,13,3.6923076923076925,0,1,0.0,,193,0,1,1.0,1.0,0.0
745236050407194624,unverified,74,0,0,0,0.08108108108108109,13,4.769230769230769,0,0,0.0,,194,0,1,1.0,1.0,0.0
692581635594694658,non-rumor,96,0,0,0,0.0625,16,5.0625,0,1,0.0,,195,0,1,1.0,1.0,0.0
455525437351800832,false,102,0,0,0,0.0,20,4.15,0,3,0.0,,196,0,2,1.0,1.0,0.0
514512849876836352,false,52,0,0,0,0.11538461538461539,11,3.8181818181818183,1,0,0.0,,197,0,1,1.0,1.0,0.0
687631811560763392,non-rumor,66,1,0,0,0.09090909090909091,11,5.090909090909091,0,0,0.09090909090909091,,198,1,1,1.0,1.0,0.0
767068504277344260,non-rumor,99,0,0,0,0.06060606060606061,18,4.555555555555555,0,1,0.0,,199,0,1,1.0,1.0,0.0
519965814175567872,false,86,0,0,0,0.06976744186046512,17,4.117647058823529,1,0,0.0,,200,0,1,1.0,1.0,0.0
688096910217879554,non-rumor,118,1,1,0,0.025423728813559324,19,5.2631578947368425,0,2,0.10526315789473684,,201,2,2,1.0,1.0,0.0
767355611277168642,non-rumor,74,0,1,0,0.04054054054054054,14,4.357142857142857,0,2,0.07142857142857142,,202,1,1,1.0,1.0,0.0
532259028152246272,false,90,0,0,0,0.06666666666666667,12,6.583333333333333,0,1,0.0,,203,0,1,1.0,1.0,0.0
514109888138842113,true,99,0,0,0,0.06060606060606061,17,4.882352941176471,0,1,0.0,,204,0,1,1.0,1.0,0.0
729647367457230850,unverified,88,0,0,0,0.06818181818181818,17,4.235294117647059,3,5,0.0,,205,0,1,1.0,1.0,0.0
726442550266044416,unverified,115,0,0,0,0.02608695652173913,20,4.8,0,4,0.0,,206,0,2,1.0,1.0,0.0
516345893139001346,unverified,104,0,0,0,0.028846153846153848,21,4.0,0,2,0.0,,207,0,2,1.0,1.0,0.0
553501357156876290,unverified,109,1,0,0,0.027522935779816515,17,5.470588235294118,0,1,0.058823529411764705,,208,1,2,1.0,1.0,0.0
690670464440504320,non-rumor,71,0,1,0,0.04225352112676056,14,4.142857142857143,0,2,0.07142857142857142,,209,1,1,1.0,1.0,0.0
692816955837804544,non-rumor,117,3,1,0,0.02564102564102564,19,5.2105263157894735,0,4,0.21052631578947367,,210,4,2,1.0,1.0,0.0
538010064591028224,unverified,88,1,0,0,0.06818181818181818,14,5.357142857142857,2,0,0.07142857142857142,,211,1,1,1.0,1.0,0.0
535282587325833216,unverified,136,0,0,0,0.0,22,5.2272727272727275,0,5,0.0,,212,0,2,1.0,1.0,0.0
514098833253748736,true,136,0,0,0,0.0,22,5.2272727272727275,1,1,0.0,,213,0,2,1.0,1.0,0.0
552498516225179650,true,99,0,0,0,0.06060606060606061,18,4.555555555555555,0,0,0.0,,214,0,1,1.0,1.0,0.0
727966590084485120,unverified,73,0,1,0,0.0821917808219178,10,6.4,0,1,0.1,,215,1,1,1.0,1.0,0.0
489798752438583297,false,79,0,0,0,0.0759493670886076,13,5.153846153846154,2,0,0.0,,216,0,1,1.0,1.0,0.0
